Country,srcYear,srcMonth,srcCalendarDay,srcStateName,Name of the power station,Monitored capacity,Available capacity,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Power generation under (Dated) program,Power generation under till date actual,Coal Stock,Capacity under outage,Maintenance Start Date,Expected date or synchronize date
India,2024,Jun-2024,15-Jun-2024,Bihar,BARH STPS_Unit 2,660,0,12.83,3.42,1005.45,822.79,21,660,13/06/2024 11:59,15/06/2024 15:40
India,2026,Jan-2026,22-Jan-2026,Bihar,KAHALGAON TPS_Unit 3,210,210,4.48,4.04,1315.56,1189.19,17,0,,
India,2025,Aug-2025,01-Aug-2025,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,11.39,11.46,1401.39,1324.18,19,0,,
India,2020,Aug-2020,12-Aug-2020,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.06,4.86,600.72,551.59,16,0,,
India,2019,Apr-2019,16-Apr-2019,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.17,4.6,66.72,76.7,21,0,,
India,2022,Oct-2022,14-Oct-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 6,210,210,4.29,4.77,846.06,965.85,11,0,,
India,2020,Aug-2020,18-Aug-2020,Chhattisgarh,KORBA STPS_Unit 4,500,500,10.14,11.62,1301.1,1650.95,15,0,,
India,2023,Jan-2023,11-Jan-2023,Uttar Pradesh,TANDA TPS_Unit 6,660,660,10.97,15.44,2784.67,2865.72,10,0,,
India,2022,Jul-2022,23-Jul-2022,Assam,BONGAIGAON TPP_Unit 2,250,250,3.35,5.16,390.05,599.82,9,0,,
India,2020,Nov-2020,17-Nov-2020,Bihar,KAHALGAON TPS_Unit 4,210,0,3.27,0,826.59,848.65,31,210,07/11/2020 6:22,
India,2018,May-2018,24-May-2018,Uttar Pradesh,SINGRAULI STPS_Unit 5,200,200,3.94,3.48,212.56,179.77,,0,,
India,2019,Apr-2019,13-Apr-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 5,210,210,3.87,3.73,50.31,43.32,54,0,,
India,2024,Mar-2024,08-Mar-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,210,4.84,4.89,1663.72,1640.02,17,0,,
India,2021,Sep-2021,03-Sep-2021,Odisha,TALCHER STPS_Unit 3,500,500,10.43,10.92,1616.29,1233.12,11,0,,
India,2020,Jun-2020,30-Jun-2020,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,0,10.68,639,764.74,22,0,,
India,2020,Jul-2020,12-Jul-2020,Assam,BONGAIGAON TPP_Unit 1,250,250,3.71,3.25,413.52,304.05,79,0,,
India,2020,Sep-2020,21-Sep-2020,Maharashtra,SOLAPUR_Unit 2,660,0,7.03,0,597.63,63.02,47,660,11/09/2020 8:53,23/09/2020 00:00
India,2018,May-2018,13-May-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,8.87,11.56,381.31,509.24,,0,,
India,2020,Nov-2020,08-Nov-2020,Bihar,BARAUNI TPS_Unit 9,250,0,0,0,173,0,17,250,31/03/2018 19:54,
India,2023,Feb-2023,10-Feb-2023,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.5,4.87,1252,1224.79,17,0,,
India,2025,Sep-2025,23-Sep-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,11.57,10.1,1516.11,1419.94,10,0,,
India,2017,Oct-2017,22-Oct-2017,Uttar Pradesh,TANDA TPS_Unit 1,110,110,2.35,2.59,398.7,377.14,,0,,
India,2018,Aug-2018,27-Aug-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,3.65,4.26,542.55,677.25,,0,,
India,2025,Apr-2025,14-Apr-2025,Uttar Pradesh,RIHAND STPS_Unit 3,500,500,11.3,10.85,158.2,154.46,23,0,,
India,2024,Jan-2024,16-Jan-2024,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,500,9.55,11.72,2754.8,2597.88,15,0,,
India,2022,Sep-2022,13-Sep-2022,Bihar,BARAUNI TPS_Unit 8,250,250,2.8,4.68,461.4,709.46,14,0,22/05/2021 21:45,
India,2019,Jul-2019,27-Jul-2019,Chhattisgarh,KORBA STPS_Unit 7,500,0,0,0,946,1205.67,4,500,17/07/2019 23:20,
India,2017,Oct-2017,03-Oct-2017,West Bengal,FARAKKA STPS_Unit 4,500,500,0,7.4,1842,1680.26,,0,,
India,2018,Jan-2018,19-Jan-2018,Bihar,KAHALGAON TPS_Unit 3,210,210,3.77,4.25,1112.63,1257.54,,0,,
India,2021,Aug-2021,05-Aug-2021,Uttar Pradesh,UNCHAHAR TPS_Unit 3,210,210,2.47,3.5,314.35,394.13,8,0,,
India,2023,Aug-23,22-Aug-23,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.39,4.84,632.58,643.83,11,0,,
India,2019,Aug-2019,05-Aug-2019,Chhattisgarh,KORBA STPS_Unit 4,500,500,10.1,11.89,1286.5,1416.57,6,0,,
India,2023,Jan-2023,03-Jan-2023,Bihar,KAHALGAON TPS_Unit 7,500,500,9.65,10.67,2682.95,2808.56,16,0,,
India,2018,Apr-2018,16-Apr-2018,Chhattisgarh,KORBA STPS_Unit 4,500,500,10.27,12.08,164.32,189.27,,0,,
India,2025,Aug-2025,15-Aug-2025,Chhattisgarh,SIPAT STPS_Unit 3,660,660,14.74,13.81,2015.1,1952.64,16,0,,
India,2024,Nov-2024,30-Nov-2024,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.67,4.84,1136,1108.44,10,0,,
India,2019,Dec-2019,18-Dec-2019,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,8.74,10.06,2293.32,2417.56,22,0,,
India,2021,Jul-2021,26-Jul-2021,Kerala,R. GANDHI CCPP (Liq.),359.58,359.58,0.03,0,3.78,0,,0,,
India,2018,Oct-2018,01-Oct-2018,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,10.19,12,1571.19,1490.21,,0,,
India,2024,Apr-2024,10-Apr-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 6,210,210,4.93,5.09,49.3,51.28,12,0,,
India,2020,Sep-2020,06-Sep-2020,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,0,3.87,501,588.78,8,0,,
India,2020,Nov-2020,28-Nov-2020,Odisha,TALCHER (OLD) TPS_Unit 4,60,60,1.13,1.37,254.64,330.41,17,0,,
India,2024,Feb-2024,25-Feb-2024,Bihar,BARH STPS_Unit 1,660,660,14.52,15.24,4292,2582.58,18,0,,
India,2021,Jul-2021,12-Jul-2021,Bihar,KAHALGAON TPS_Unit 3,210,0,2.93,0,302.16,386.15,3,210,02/07/2021 6:15,15/07/2021 00:00
India,2021,Feb-2021,12-Feb-2021,Odisha,TALCHER (OLD) TPS_Unit 5,110,110,2.61,2.53,696.32,698.17,15,0,,
India,2024,Sep-2024,29-Sep-2024,West Bengal,FARAKKA STPS_Unit 6,500,500,9.9,10.43,1845.1,1808.85,13,0,,
India,2021,Aug-2021,11-Aug-2021,Uttar Pradesh,UNCHAHAR TPS_Unit 3,210,210,2.47,3.47,329.17,415.2,5,0,,
India,2021,Mar-2021,03-Mar-2021,Madhya Pradesh,KHARGONE STPP_Unit 1,660,0,12.77,0,1642.31,2027.41,,660,01/02/2021 10:50,05/03/2021 0:00
India,2025,Aug-2025,16-Aug-2025,Bihar,BARAUNI TPS_Unit 7,0,0,0,0,0,0,20,0,19/07/2023 15:30,
India,2019,Jan-2019,27-Jan-2019,Assam,BONGAIGAON TPP_Unit 1,250,250,4.58,3.8,1381.66,1230.79,,0,,
India,2023,Mar-2023,22-Mar-2023,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,4.35,7.22,1381.7,2491.68,9,0,,
India,2020,Jun-2020,18-Jun-2020,Telangana,RAMAGUNDEM STPS_Unit 1,200,200,4.47,3.58,355.46,271.95,26,0,,
India,2024,Jan-2024,05-Jan-2024,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,11.03,10.02,2651.15,2190.35,14,0,,
India,2018,Jan-2018,23-Jan-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 8,500,500,8.65,11.45,2574.95,3214.58,,0,,
India,2017,Sep-2017,18-Sep-2017,Karnataka,KUDGI STPP_Unit 2,800,0,0,0,0,173.47,,800,20/07/2017 20:01,
India,2022,May-2022,30-May-2022,Telangana,TELANGANA STPP_Unit 1,0,0,1.39,0,82.7,0,,0,,
India,2022,Jan-2022,27-Jan-2022,Odisha,TALCHER (OLD) TPS_Unit 2,0,0,1.19,0,325.13,0,,0,23/03/2021 00:39,
India,2022,Jan-2022,07-Jan-2022,Uttar Pradesh,RIHAND STPS_Unit 6,500,500,10.26,11.58,2888.82,3307.22,12,0,,
India,2024,Oct-2024,23-Oct-2024,Odisha,DARLIPALI STPS_Unit 2,800,800,18.61,19.02,3838.03,3833.93,17,0,,
India,2023,Jul-23,30-Jul-23,Chhattisgarh,SIPAT STPS_Unit 4,500,500,11.19,10.26,1354.7,1383.48,18,0,,
India,2018,May-2018,25-May-2018,Chhattisgarh,SIPAT STPS_Unit 2,660,660,13.26,15.97,729.5,792.48,,0,,
India,2017,Sep-2017,18-Sep-2017,Assam,BONGAIGAON TPP_Unit 1,250,250,4.4,3.95,751.2,182.56,,0,,
India,2021,May-2021,29-May-2021,Madhya Pradesh,GADARWARA TPP_Unit 1,800,0,11.81,0,697.49,761.18,29,800,16/05/2021 00:43,06/06/2021 0:00
India,2024,Feb-2024,02-Feb-2024,West Bengal,FARAKKA STPS_Unit 6,500,0,9.17,0,2791.34,2811.51,30,500,15/01/2024 00:01,04/02/2024 0:00
India,2021,Jul-2021,23-Jul-2021,Maharashtra,MAUDA TPS_Unit 2,500,500,3,8.62,237,1058.36,21,0,,
India,2025,Oct-2025,18-Oct-2025,Odisha,TALCHER STPS_Unit 2,500,500,11.1,10.43,2230.8,2008.36,12,0,,
India,2025,Jun-2025,29-Jun-2025,Uttar Pradesh,UNCHAHAR TPS_Unit 1,210,210,3.83,3.54,344.07,340.69,31,0,,
India,2020,Aug-2020,06-Aug-2020,Maharashtra,MAUDA TPS_Unit 3,660,0,7.74,0,1100.44,134.93,50,660,05/08/2020 18:45,
India,2022,Feb-2022,06-Feb-2022,Assam,BONGAIGAON TPP_Unit 1,250,250,2.64,4.31,823.84,1205.63,10,0,,
India,2020,Oct-2020,03-Oct-2020,Telangana,RAMAGUNDEM STPS_Unit 3,200,200,3.97,3.9,443.91,706.93,18,0,,
India,2022,Mar-2022,27-Mar-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,210,1.13,4.25,410.51,415.73,17,0,,
India,2019,Jul-2019,01-Jul-2019,Telangana,RAMAGUNDEM STPS_Unit 7,500,500,8.71,11.25,914.71,966.46,21,0,,
India,2018,Jun-2018,03-Jun-2018,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.03,3.68,262.12,235.6,,0,,
India,2022,Dec-2022,04-Dec-2022,Madhya Pradesh,KHARGONE STPP_Unit 2,660,660,9.68,8.39,2062.72,1459.86,5,0,,
India,2018,Jul-2018,02-Jul-2018,Maharashtra,MAUDA TPS_Unit 1,500,500,4.68,8.77,325.04,755.73,,0,,
India,2024,Jan-2024,12-Jan-2024,Chhattisgarh,SIPAT STPS_Unit 5,500,500,12.26,11.87,3031.12,2818,8,0,,
India,2024,Aug-2024,01-Aug-2024,Uttar Pradesh,DADRI (NCTPP)_Unit 5,490,490,10.1,7.02,1169.1,998.83,26,0,,
India,2019,Oct-2019,18-Oct-2019,Odisha,TALCHER (OLD) TPS_Unit 3,60,0,1.26,0,234.68,232.74,0,60,14/10/2019 21:53,
India,2018,Aug-2018,02-Aug-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 4,210,210,3.74,5.1,467.22,607.59,,0,,
India,2019,Feb-2019,11-Feb-2019,Rajasthan,ANTA CCPP,419.33,0,1.96,0,546.56,550.67,,419.33,,
India,2018,Oct-2018,21-Oct-2018,Maharashtra,MAUDA TPS_Unit 3,660,660,4.87,9.36,993.27,1905.58,,0,,
India,2020,Jan-2020,02-Jan-2020,West Bengal,FARAKKA STPS_Unit 3,200,0,4.06,0,988.12,1035.13,4,200,23/12/2019 13:02,
India,2020,Dec-2020,15-Dec-2020,Telangana,TELANGANA STPP_Unit 1,0,0,5.58,0,257.7,0,,0,,
India,2022,Jan-2022,12-Jan-2022,Uttarakhand,TAPOVAN VISHNUGAD HPS,0,0,0,0,0,0,,0,,
India,2018,Apr-2018,18-Apr-2018,Telangana,RAMAGUNDEM STPS_Unit 7,500,500,10.1,12,181.8,210.98,,0,,
India,2024,Nov-2024,18-Nov-2024,Odisha,TALCHER STPS_Unit 5,500,500,11.8,11.69,2736.4,2445.14,3,0,,
India,2019,Aug-2019,28-Aug-2019,Chhattisgarh,KORBA STPS_Unit 7,500,500,10.41,7.47,1195.84,1307.93,0,0,,
India,2019,Feb-2019,01-Feb-2019,Bihar,BARH I_Unit 1,0,0,0,0,0,0,,0,,
India,2019,Dec-2019,16-Dec-2019,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,0,0,0,1065.95,1011.4,15,200,15/12/2019 11:42,
India,2023,Jul-23,08-Jul-23,Madhya Pradesh,KHARGONE STPP_Unit 2,660,660,11.55,8.52,1427.4,1093.56,18,0,08-07-2023 23:30,
India,2023,Oct-2023,16-Oct-2023,Odisha,TALCHER STPS_Unit 1,500,500,11.52,11.59,2288.32,2012.63,8,0,,
India,2026,Jan-2026,31-Jan-2026,Odisha,TALCHER STPS_Unit 6,500,500,11.23,11.71,3388,3111.05,19,0,,
India,2024,Sep-2024,14-Sep-2024,Chhattisgarh,SIPAT STPS_Unit 4,500,500,11.27,10.68,1880.78,1908.78,8,0,,
India,2023,Jun-23,13-Jun-23,Karnataka,KUDGI STPP_Unit 2,800,800,14.13,11.08,1087.69,797.05,6,0,06-07-2019 20:52,
India,2021,Jul-2021,21-Jul-2021,Karnataka,KUDGI STPP_Unit 2,800,0,1.35,0,152.35,418.32,20,800,11/07/2021 18:02,26/07/2021 00:00
India,2022,Nov-2022,30-Nov-2022,West Bengal,FARAKKA STPS_Unit 3,200,200,3.47,4.16,936,914.85,19,0,,
India,2017,Dec-2017,03-Dec-2017,Maharashtra,SOLAPUR_Unit 1,660,0,0,2.12,0,485.03,,660,27/11/2017 00:00,03/12/2017
India,2017,Nov-2017,12-Nov-2017,Uttar Pradesh,UNCHAHAR TPS_Unit 4,210,210,3.93,3.52,791.16,853.3,,0,,
India,2018,Jul-2018,29-Jul-2018,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.16,4.79,503.8,518.79,,0,,
India,2020,Jan-2020,13-Jan-2020,Madhya Pradesh,GADARWARA TPP_Unit 2,0,0,5.68,0,601.84,0,52,0,,
India,2018,Jan-2018,02-Jan-2018,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,10,11.45,2770,2696.94,,0,,
India,2018,Apr-2018,07-Apr-2018,Uttar Pradesh,RIHAND STPS_Unit 5,500,500,10.27,10.69,71.89,79.06,,0,,
India,2020,Nov-2020,22-Nov-2020,Uttar Pradesh,TANDA TPS_Unit 1,110,0,1.13,0,293.86,261.15,60,110,19/10/2020 01:09,
India,2021,Apr-2021,16-Apr-2021,Bihar,KAHALGAON TPS_Unit 7,500,500,7.13,11.55,114.08,184.23,13,0,,
India,2023,Jan-2023,14-Jan-2023,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.03,4.85,1163.42,1345.44,15,0,,
India,2024,Jan-2024,25-Jan-2024,Bihar,BARH STPS_Unit 1,660,0,14.52,0,3842,2501.25,21,660,21/11/2023 00:01,
India,2020,Aug-2020,26-Aug-2020,Uttar Pradesh,RIHAND STPS_Unit 2,500,500,10.1,12.36,1640.6,1746.57,4,0,,
India,2025,Jul-2025,06-Jul-2025,Assam,BONGAIGAON TPP_Unit 3,250,250,5,4.03,408,327.27,36,0,,
India,2021,Jul-2021,25-Jul-2021,Uttar Pradesh,SINGRAULI STPS_Unit 5,200,200,4.03,4.6,467.75,557.98,21,0,,
India,2024,Jul-2024,04-Jul-2024,West Bengal,FARAKKA STPS_Unit 5,500,0,0,0,923,823.58,27,500,01/07/2024 1:02,
India,2025,Jan-2025,18-Jan-2025,Bihar,BARAUNI TPS_Unit 7,105,0,0,0,0,0,19,105,19/07/2023 15:30,
India,2019,May-2019,03-May-2019,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.19,4.26,137.57,156.66,19,0,,
India,2025,Aug-2025,26-Aug-2025,Maharashtra,MAUDA TPS_Unit 3,660,0,11.13,2.46,1852.38,1787.25,17,660,26/08/2025 04:48,27/08/2025 00:00
India,2020,Jun-2020,07-Jun-2020,Uttar Pradesh,DADRI (NCTPP)_Unit 4,210,0,2.8,0,191.6,0,54,210,30/12/2019 23:49,
India,2022,Apr-2022,25-Apr-2022,West Bengal,FARAKKA STPS_Unit 4,500,500,8.93,11.83,223.25,293.64,8,0,,
India,2025,Jan-2025,02-Jan-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,11.65,10.68,3225.3,3121.64,18,0,,
India,2019,Oct-2019,22-Oct-2019,Telangana,RAMAGUNDEM STPS_Unit 5,500,500,8.74,7.47,1795.28,1991.75,9,0,,
India,2020,Aug-2020,19-Aug-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,10.42,10.79,1615.98,1503.24,9,0,,
India,2024,Jan-2024,24-Jan-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,0,11.77,0.77,3110.48,3063.44,16,500,22/01/2024 14:22,24/01/2024 20:04
India,2024,Sep-2024,21-Sep-2024,Uttar Pradesh,UNCHAHAR TPS_Unit 6,500,500,8.27,10.43,1467.67,1575.07,14,0,,
India,2025,Mar-2025,20-Mar-2025,Uttar Pradesh,AURAIYA CCPP,663.36,0,2.46,0,873.2,558.29,,663.36,,
India,2025,Dec-2025,21-Dec-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 12,500,500,11.52,11.73,3048.92,2640.84,15,0,,
India,2026,Jan-2026,31-Jan-2026,Chhatisgarh,SIPAT STPS_Unit 2,660,660,14.81,15.18,4001,3827.5,12,0,,
India,2018,May-2018,13-May-2018,Bihar,KAHALGAON TPS_Unit 7,500,500,9.35,10.44,401.55,442.28,,0,,
India,2026,Jan-2026,01-Jan-2026,Odisha,TALCHER STPS_Unit 6,500,500,11.23,11.76,3051.23,2819.64,12,0,,
India,2025,Dec-2025,13-Dec-2025,Uttar Pradesh,TANDA TPS_Unit 2,110,0,1.65,0,453.45,207.33,24,110,30/06/2025 23.17.00,
India,2025,Aug-2025,21-Aug-2025,Bihar,KAHALGAON TPS_Unit 1,210,210,4.63,4.29,499.71,586.91,21,0,,
India,2021,Jan-2021,11-Jan-2021,Uttar Pradesh,RIHAND STPS_Unit 3,500,500,9.81,11.91,2652.91,3279.88,20,0,,
India,2024,Jan-2024,11-Jan-2024,Jharkhand,NORTH KARANPURA TPP_Unit 3,0,0,0,0,0,0,8,0,,
India,2019,Jun-2019,30-Jun-2019,Bihar,BARH II_Unit 5,660,660,14.57,12.45,1325,1229.04,56,0,,
India,2018,Apr-2018,20-Apr-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,210,3.73,4.15,74.6,83.36,,0,,
India,2023,Jan-2023,23-Jan-2023,Uttar Pradesh,TANDA TPS_Unit 3,110,110,1.65,1.8,491.95,363.03,9,0,,
India,2021,Apr-2021,16-Apr-2021,Bihar,BARH II_Unit 4,660,660,12.17,15.78,194.72,215.29,16,0,,
India,2019,Oct-2019,31-Oct-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,4,4.88,859,958.64,8,0,,
India,2017,Sep-2017,12-Sep-2017,Chhattisgarh,SIPAT STPS_Unit 4,500,500,10.07,12.11,1660.84,1868.35,,0,,
India,2019,Oct-2019,06-Oct-2019,Bihar,KAHALGAON TPS_Unit 6,500,500,9.16,10.71,1734.96,1770.09,2,0,,
India,2020,Oct-2020,16-Oct-2020,Odisha,TALCHER (OLD) TPS_Unit 3,60,0,1.13,0,236.08,267.83,24,60,14/10/2020 16:19,18/10/2020 00:00
India,2024,Feb-2024,26-Feb-2024,Karnataka,KUDGI STPP_Unit 1,800,800,11.21,13.03,3759.46,3962.13,19,0,,
India,2019,May-2019,05-May-2019,Bihar,KAHALGAON TPS_Unit 6,500,500,9.81,10.48,346.05,367.95,23,0,,
India,2025,May-2025,06-May-2025,Chhattisgarh,SIPAT STPS_Unit 2,660,660,14.81,13.95,534.86,529.74,13,0,,
India,2019,Jul-2019,17-Jul-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 3,210,210,4.29,4.76,354.93,460.46,12,0,,
India,2021,Oct-2021,04-Oct-2021,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,10.19,11.97,1911.76,1175.87,9,0,,
India,2020,Jan-2020,06-Jan-2020,Odisha,TALCHER STPS_Unit 2,500,500,9.9,10.67,2786.4,2337.66,1,0,,
India,2021,May-2021,05-May-2021,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,0,4.47,0,156.35,0,19,200,16/03/2021 11:43,
India,2019,Jan-2019,12-Jan-2019,Maharashtra,SOLAPUR_Unit 1,660,0,7.13,0,2046.56,1783.67,,660,14/11/2018 00:23,
India,2023,May-23,25-May-23,Telangana,TELANGANA STPP_Unit 2,,,0,0,0,0,,0,,
India,2021,Jan-2021,11-Jan-2021,Madhya Pradesh,GADARWARA TPP_Unit 1,800,800,7.77,16.71,548.47,2524.07,17,0,,
India,2025,Dec-2025,13-Dec-2025,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,0,0,,359.58,,
India,2021,Sep-2021,04-Sep-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,0,11.73,0,1312.92,1322.76,5,500,04/08/2021 22:00,
India,2024,Dec-2024,29-Dec-2024,Uttar Pradesh,UNCHAHAR TPS_Unit 1,210,210,3.71,3.27,1035.59,986.56,24,0,,
India,2025,May-2025,17-May-2025,Andhra Pradesh,SIMHADRI_Unit 3,500,500,10.39,7.32,481.63,442.05,9,0,,
India,2019,Oct-2019,15-Oct-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 6,500,0,8.39,0.06,1663.85,1605.38,9,500,15/10/2019 00:10,
India,2021,Mar-2021,24-Mar-2021,Maharashtra,MAUDA TPS_Unit 2,500,500,6.16,11.68,2026.84,1576.38,29,0,,
India,2025,Jul-2025,10-Jul-2025,Gujarat,GANDHAR CCPP,657.39,0,2.62,1.27,267.2,215.08,,657.39,,
India,2021,Jan-2021,25-Jan-2021,Odisha,TALCHER STPS_Unit 6,500,500,10.13,11,2620.25,2625.87,20,0,,
India,2020,Feb-2020,24-Feb-2020,Karnataka,KUDGI STPP_Unit 1,800,800,4.66,11.19,1532.84,807.11,23,0,,
India,2022,Dec-2022,21-Dec-2022,Uttar Pradesh,TANDA TPS_Unit 3,110,0,1.58,0,438.18,317.21,22,110,05/10/2022 15:57,
India,2024,May-2024,29-May-2024,Andhra Pradesh,SIMHADRI_Unit 3,500,500,9.39,9.18,592.31,537.47,18,0,,
India,2022,Jun-2022,12-Jun-2022,Odisha,TALCHER STPS_Unit 4,500,500,10.1,11.97,756.2,866.29,14,0,,
India,2022,Jun-2022,01-Jun-2022,Uttar Pradesh,RIHAND STPS_Unit 5,500,500,10,11.64,637,673.24,25,0,,
India,2023,Nov-2023,15-Nov-2023,Assam,BONGAIGAON TPP_Unit 1,250,250,5.73,4.16,1313.95,1107.32,6,0,,
India,2021,Aug-2021,11-Aug-2021,Himachal Pradesh,KOLDAM,800,800,19.19,21.09,1795.09,1605.28,,0,,
India,2023,Jul-23,28-Jul-23,Telangana,RAMAGUNDEM STPS_Unit 5,500,500,10.94,6.92,1301.32,1102.72,7,0,,
India,2024,Aug-2024,16-Aug-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,11.65,11.62,1606.4,1573.56,18,0,,
India,2023,Mar-2023,08-Mar-2023,Odisha,TALCHER STPS_Unit 5,500,500,10.81,11.07,3372.48,3484.06,15,0,,
India,2022,Aug-2022,09-Aug-2022,Maharashtra,SOLAPUR STPS_Unit 1,660,660,5.68,10.47,758.12,1061,8,0,,
India,2022,May-2022,18-May-2022,Uttar Pradesh,TANDA TPS_Unit 4,110,110,1.9,2.04,80.2,96.74,2,0,,
India,2023,Nov-2023,11-Nov-2023,Telangana,RAMAGUNDEM STPS_Unit 3,200,200,4.8,2.99,925.8,825.03,8,0,,
India,2018,Jul-2018,01-Jul-2018,Bihar,KAHALGAON TPS_Unit 5,500,500,9.45,11.01,879.9,1000.52,,0,,
India,2022,Jun-2022,06-Jun-2022,Odisha,TALCHER STPS_Unit 5,500,500,11,11.96,731,791.36,17,0,,
India,2021,Dec-2021,26-Dec-2021,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,2.74,8.69,739.24,1281.36,22,0,,
India,2022,Jun-2022,02-Jun-2022,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,10.73,11.8,670.46,645.74,4,0,,
India,2024,Dec-2024,04-Dec-2024,Madhya Pradesh,KHARGONE STPP_Unit 2,660,660,10.48,10.52,2274.92,2248.53,8,0,,
India,2025,Dec-2025,31-Dec-2025,Bihar,BARAUNI TPS_Unit 8,250,250,5.06,5.77,1415,1348.19,37,0,,
India,2022,May-2022,18-May-2022,Bihar,BARH II_Unit 4,660,660,12,15.4,606,691.76,7,0,,
India,2020,Dec-2020,28-Dec-2020,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,500,9.68,10.21,2508.04,2855.79,14,0,,
India,2019,May-2019,14-May-2019,Bihar,KAHALGAON TPS_Unit 6,500,500,9.81,10.51,434.34,469.79,18,0,,
India,2019,Sep-2019,15-Sep-2019,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.13,3.64,697.95,678.34,16,0,,
India,2023,Jun-23,04-Jun-23,Bihar,KAHALGAON TPS_Unit 1,210,210,4.8,3.6,311.2,259.96,12,0,,
India,2022,Jul-2022,01-Jul-2022,Chhattisgarh,LARA TPP_Unit 2,800,800,0,18.48,1057,1472.11,10,0,,
India,2022,Nov-2022,08-Nov-2022,Maharashtra,SOLAPUR STPS_Unit 1,660,0,5.1,0,1267.8,1463.71,19,660,01/10/2022 21:30,
India,2024,Jun-2024,27-Jun-2024,Bihar,KAHALGAON TPS_Unit 2,210,210,4.77,4.15,419.79,381.36,15,0,,
India,2025,Jun-2025,10-Jun-2025,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,10.63,9.25,745.3,626.16,30,0,,
India,2021,Dec-2021,03-Dec-2021,Assam,BONGAIGAON TPP_Unit 2,250,250,2.65,4.23,651.95,929.52,13,0,,
India,2025,Jul-2025,25-Jul-2025,West Bengal,FARAKKA STPS_Unit 1,200,200,4.19,3.62,487.75,390.38,18,0,,
India,2021,May-2021,28-May-2021,Bihar,BARH II_Unit 4,660,0,12.16,0,705.48,700.55,18,660,27/05/2021 15:00,31/05/2021 00:00
India,2019,Apr-2019,28-Apr-2019,Andhra Pradesh,SIMHADRI_Unit 4,500,500,8.73,7.81,244.44,217.51,20,0,,
India,2022,Aug-2022,02-Aug-2022,Chhattisgarh,SIPAT STPS_Unit 5,500,500,11.45,11.65,1420.9,1397.93,8,0,,
India,2018,Jan-2018,26-Jan-2018,Maharashtra,MAUDA TPS_Unit 2,500,500,4.42,7.07,1216.92,1856.71,,0,,
India,2021,Sep-2021,30-Sep-2021,Madhya Pradesh,GADARWARA TPP_Unit 2,800,800,8.23,18.03,1503,1796.03,5,0,,
India,2018,Feb-2018,08-Feb-2018,West Bengal,FARAKKA STPS_Unit 2,200,200,3.54,4.54,1112.32,1147.82,,0,,
