Country,srcYear,srcMonth,srcCalendarDay,srcStateName,Name of the power station,Monitored capacity,Available capacity,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Power generation under (Dated) program,Power generation under till date actual,Coal Stock,Capacity under outage,Maintenance Start Date,Expected date or synchronize date
India,2021,Dec-2021,08-Dec-2021,Andhra Pradesh,SIMHADRI_Unit 3,500,500,4.77,8.65,1208.16,1458.72,15,0,27/09/2019 23:00,
India,2023,Sep-2023,04-Sep-2023,Odisha,TALCHER STPS_Unit 4,500,0,11.67,0,1829.68,1417.83,16,500,10/08/2023 1:24,
India,2017,Oct-2017,25-Oct-2017,Bihar,BARH II_Unit 5,660,660,11.19,14.61,1992.75,2092.96,,0,,
India,2025,Mar-2025,15-Mar-2025,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.68,4.84,1425.2,1617.31,17,0,,
India,2025,Apr-2025,20-Apr-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 13,500,500,11.43,10.05,228.6,209.4,19,0,,
India,2025,May-2025,29-May-2025,West Bengal,FARAKKA STPS_Unit 3,200,200,4.39,3.37,258.31,190.5,32,0,,
India,2019,May-2019,06-May-2019,Chhattisgarh,SIPAT STPS_Unit 5,500,500,10.71,11.66,385.26,421.35,3,0,,
India,2023,Jul-23,09-Jul-23,Uttar Pradesh,DADRI (NCTPP)_Unit 4,210,0,3.74,0,434.66,292.29,18,210,08-07-2023 15:30,
India,2020,Mar-2020,03-Mar-2020,Odisha,TALCHER (OLD) TPS_Unit 3,60,60,1.26,1.48,404.78,412.28,15,0,,
India,2025,Jan-2025,18-Jan-2025,Odisha,TALCHER STPS_Unit 6,500,500,11.81,11.63,2926.58,2667.61,9,0,,
India,2024,Apr-2024,05-Apr-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,11.63,11.81,58.15,59.2,12,0,,
India,2025,Sep-2025,13-Sep-2025,Maharashtra,MAUDA TPS_Unit 2,500,500,8.7,9.79,1562.1,1555.86,15,0,,
India,2024,Dec-2024,15-Dec-2024,Andhra Pradesh,SIMHADRI_Unit 4,500,0,9.87,0,2154.05,1848.33,20,500,14/12/2024 17:36,16/12/2024 00:00
India,2019,Sep-2019,01-Sep-2019,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,500,9,11.27,1392,1796.35,17,0,,
India,2019,Nov-2019,30-Nov-2019,Maharashtra,MAUDA TPS_Unit 4,660,0,11.87,0,2509,1693.33,29,660,22/11/2019 22:40,
India,2021,Mar-2021,30-Mar-2021,Uttar Pradesh,TANDA TPS_Unit 2,110,110,1.06,1.73,448.8,399.2,11,0,,
India,2023,Nov-2023,01-Nov-2023,Karnataka,KUDGI STPP_Unit 3,800,800,12.83,12.74,2796.83,2611.9,3,0,,
India,2019,Jan-2019,31-Jan-2019,Odisha,TALCHER STPS_Unit 4,500,500,10.23,11.07,3130,2943.52,,0,,
India,2019,Nov-2019,25-Nov-2019,West Bengal,FARAKKA STPS_Unit 2,200,0,3.7,0,884.5,890.66,3,200,21/11/2019 14:04,
India,2019,Mar-2019,18-Mar-2019,Assam,BONGAIGAON TPP_Unit 1,250,250,4.58,4.05,1610.44,1437.78,,0,,
India,2022,Apr-2022,01-Apr-2022,Madhya Pradesh,KHARGONE STPP_Unit 1,660,0,9.53,0,9.53,0,14,660,21/03/2022 00:56,
India,2019,Apr-2019,27-Apr-2019,Bihar,KAHALGAON TPS_Unit 3,210,210,4.03,4.58,108.81,118.31,20,0,,
India,2019,Mar-2019,28-Mar-2019,Odisha,TALCHER STPS_Unit 3,500,500,10.19,11.71,3701.32,3714.99,3,0,,
India,2019,Mar-2019,02-Mar-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 12,500,500,9.58,10.41,3189.16,3627.73,,0,,
India,2018,Jan-2018,18-Jan-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 8,500,500,8.65,11.94,2531.7,3158.23,,0,,
India,2025,Feb-2025,26-Feb-2025,Chhattisgarh,SIPAT STPS_Unit 4,500,500,0,11.73,3263,3693.62,19,0,,
India,2023,Mar-2023,19-Mar-2023,Madhya Pradesh,GADARWARA TPP_Unit 1,800,0,11.71,0,3839.49,4731.87,8,800,18/03/2023 21:30,
India,2020,Jan-2020,06-Jan-2020,Odisha,TALCHER STPS_Unit 4,500,500,10.55,10.53,2703.3,2309.84,1,0,,
India,2024,Jul-2024,18-Jul-2024,Chhattisgarh,KORBA STPS_Unit 1,200,200,4.68,4.77,509.24,507.7,12,0,,
India,2021,Jun-2021,27-Jun-2021,Uttar Pradesh,RIHAND STPS_Unit 5,500,500,11.43,11.93,560.61,984.37,10,0,,
India,2022,Aug-2022,10-Aug-2022,Uttar Pradesh,UNCHAHAR TPS_Unit 2,210,210,3.06,4,410.6,532.05,9,0,,
India,2018,Jul-2018,31-Jul-2018,Odisha,TALCHER (OLD) TPS_Unit 6,110,110,2.03,2.63,250.03,294.92,,0,,
India,2020,Nov-2020,02-Nov-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 13,500,500,9.37,12.23,2246.74,2334.1,13,0,,
India,2023,Oct-2023,04-Oct-2023,Gujarat,KAWAS CCPP,656.2,0,1.13,1.97,218.52,419.5,,656.2,,
India,2022,Mar-2022,09-Mar-2022,Odisha,TALCHER (OLD) TPS_Unit 1,0,0,1.13,0,375.17,0,,0,22/03/2021 15:13,
India,2025,Mar-2025,29-Mar-2025,West Bengal,FARAKKA STPS_Unit 5,500,500,9.87,9.2,3280.23,2987.13,36,0,,
India,2025,Feb-2025,27-Feb-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 3,210,0,0,0,1528,1454.14,19,210,25/02/2025 23:43,
India,2017,Sep-2017,24-Sep-2017,Karnataka,KUDGI STPP_Unit 3,0,0,0,0,0,0,,0,,
India,2022,Nov-2022,02-Nov-2022,Maharashtra,MAUDA TPS_Unit 4,660,660,8.2,11.97,2002.4,2365.33,18,0,,
India,2017,Oct-2017,15-Oct-2017,Maharashtra,MAUDA TPS_Unit 2,500,0,4.42,0,762.3,1180.99,,500,03/10/2017 21:45,
India,2024,Aug-2024,11-Aug-2024,Telangana,RAMAGUNDEM STPS_Unit 3,200,200,4.39,4.03,581.29,478.6,23,0,,
India,2020,Jun-2020,02-Jun-2020,Andhra Pradesh,SIMHADRI_Unit 2,500,0,8.5,0,539,346.69,56,500,19/05/2020 12:11,
India,2019,Nov-2019,15-Nov-2019,Bihar,KAHALGAON TPS_Unit 3,210,210,3.73,4.63,858.95,946.66,2,0,,
India,2019,Aug-2019,28-Aug-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,0,8.42,0,1349.76,1016.76,38,490,14/08/2019 00:33,
India,2020,Feb-2020,29-Feb-2020,West Bengal,FARAKKA STPS_Unit 4,500,500,10,9.94,3350,3116.21,15,0,,
India,2020,Sep-2020,21-Sep-2020,Odisha,TALCHER STPS_Unit 2,500,500,9.8,9.61,1856.8,1800.31,15,0,,
India,2021,Mar-2021,21-Mar-2021,Uttar Pradesh,TANDA TPS_Unit 1,110,110,1.06,1.96,439.26,383.11,17,0,,
India,2024,Jan-2024,23-Jan-2024,Uttar Pradesh,AURAIYA CCPP,663.36,0,1.38,0.95,387.74,687.42,,663.36,,
India,2025,Sep-2025,23-Sep-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 6,210,0,0,0,811.04,679.16,10,210,11/09/2025 1:10,
India,2021,Jul-2021,26-Jul-2021,Odisha,TALCHER STPS_Unit 1,500,500,10.52,11.28,1229.52,1295.3,15,0,,
India,2021,May-2021,04-May-2021,Chhattisgarh,KORBA STPS_Unit 3,200,200,4.16,5,141.64,166.63,8,0,,
India,2021,Feb-2021,24-Feb-2021,Telangana,TELANGANA STPP_Unit 1,0,0,5.61,0,654.64,0,,0,,
India,2022,Aug-2022,21-Aug-2022,Andhra Pradesh,SIMHADRI_Unit 1,500,500,6.68,7.75,972.28,1398.73,15,0,,
India,2017,Sep-2017,01-Sep-2017,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,7.63,6.27,1039.63,1226.75,,0,,
India,2022,Feb-2022,14-Feb-2022,Chhattisgarh,SIPAT STPS_Unit 1,660,0,15.43,0,4245.02,2956.09,25,660,28/10/2021 10:41,
India,2020,Aug-2020,12-Aug-2020,West Bengal,FARAKKA STPS_Unit 3,200,200,3.77,2.72,559.24,323.14,33,0,,
India,2019,Jul-2019,11-Jul-2019,Madhya Pradesh,KHARGONE TPP_Unit 2,0,0,0,0,0,0,,0,,
India,2023,Nov-2023,01-Nov-2023,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,210,4.2,3.83,809.2,665.74,4,0,,
India,2024,Aug-2024,22-Aug-2024,West Bengal,FARAKKA STPS_Unit 5,500,500,10.65,10.25,1167.3,848.87,26,0,,
India,2021,Jan-2021,22-Jan-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,500,9.71,12.01,2671.62,3356.09,19,0,,
India,2021,Feb-2021,16-Feb-2021,Maharashtra,MAUDA TPS_Unit 1,500,0,8.46,0,2208.36,1414.66,37,500,05/02/2021 0:48,
India,2019,Jul-2019,07-Jul-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,8.26,7.2,915.82,743.92,34,0,,
India,2024,May-2024,22-May-2024,Odisha,TALCHER STPS_Unit 1,500,500,11.65,9.8,605.3,545.99,7,0,,
India,2018,Jan-2018,28-Jan-2018,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,4.52,4.1,1212.56,1140.08,,0,,
India,2018,Nov-2018,08-Nov-2018,West Bengal,FARAKKA STPS_Unit 2,200,200,3.3,4.35,652.4,779.11,,0,,
India,2018,Jun-2018,29-Jun-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 8,500,0,11,0,669,866.07,,500,19/06/2018 00:01,
India,2018,Apr-2018,08-Apr-2018,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.17,4.82,33.36,38.61,,0,,
India,2019,Oct-2019,28-Oct-2019,West Bengal,FARAKKA STPS_Unit 6,500,500,9.97,9,2107.16,1308.67,2,0,,
India,2018,Sep-2018,05-Sep-2018,West Bengal,FARAKKA STPS_Unit 1,200,200,3.4,3.78,539,583.06,,0,,
India,2021,Jun-2021,15-Jun-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 6,210,210,4.77,4.98,362.55,354.83,8,0,,
India,2025,Apr-2025,18-Apr-2025,Uttar Pradesh,DADRI CCPP,829.78,0,3.13,0.15,56.34,9.57,,829.78,,
India,2021,Feb-2021,04-Feb-2021,Telangana,TELANGANA STPP_Unit 1,0,0,5.61,0,542.44,0,,0,,
India,2022,Jun-2022,10-Jun-2022,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,0,0,,359.58,,
India,2022,May-2022,10-May-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 7,500,0,10.23,4.89,409.3,461.66,24,500,10/05/2022 10:23,
India,2023,Aug-23,07-Aug-23,Uttar Pradesh,UNCHAHAR TPS_Unit 1,210,0,3.71,1.04,520.97,370.28,18,210,06-08-2023 4:48,07-08-2023 16:24
India,2018,Mar-2018,31-Mar-2018,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,0,11.06,0.07,3662,3954.87,,500,27/03/2018 16:55,31/03/2018
India,2022,Mar-2022,06-Mar-2022,Maharashtra,SOLAPUR STPS_Unit 2,660,660,3.29,10.25,1117.74,2235.63,11,0,03/10/2019 14:53,
India,2023,May-2023,18-May-2023,Uttar Pradesh,UNCHAHAR TPS_Unit 6,500,500,9.81,9.13,498.58,221.24,15,0,,
India,2023,Mar-2023,22-Mar-2023,Telangana,TELANGANA STPP_Unit 2,,,0.26,0,93.72,0,,0,,
India,2022,Jun-2022,06-Jun-2022,Telangana,TELANGANA STPP_Unit 1,0,0,1.4,0,92.4,0,,0,,
India,2022,Nov-2022,30-Nov-2022,Chhattisgarh,SIPAT STPS_Unit 1,660,660,12.97,13.46,3322,1902.11,13,0,,
India,2025,Jul-2025,27-Jul-2025,Chhattisgarh,KORBA STPS_Unit 5,500,500,11.35,10.07,1341.45,1260.14,7,0,,
India,2022,Sep-2022,12-Sep-2022,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,11,11.69,1810,1837.51,30,0,,
India,2025,May-2025,10-May-2025,Uttar Pradesh,UNCHAHAR TPS_Unit 3,210,210,4.52,4.15,177.2,153.23,29,0,,
India,2018,Feb-2018,04-Feb-2018,Chhattisgarh,KORBA STPS_Unit 1,200,200,4.46,3.82,1257.84,1103.11,,0,,
India,2021,Aug-2021,15-Aug-2021,Uttar Pradesh,DADRI CCPP,829.78,0,3.61,0,537.19,358.82,,829.78,,
India,2017,Nov-2017,09-Nov-2017,Maharashtra,MAUDA TPS_Unit 4,660,660,0,9.83,0,590.39,,0,09/11/2017 21:40,
India,2022,Dec-2022,24-Dec-2022,Karnataka,KUDGI STPP_Unit 3,800,0,5.52,0,1199.48,2076.33,18,800,14/10/2022 15:58,
India,2025,Jan-2025,12-Jan-2025,Uttar Pradesh,TANDA TPS_Unit 1,110,110,1.81,1.56,552.72,359.79,30,0,,
India,2022,Nov-2022,05-Nov-2022,Maharashtra,MAUDA TPS_Unit 2,500,500,5.97,9.16,1472.85,1928.98,18,0,,
India,2025,Oct-2025,13-Oct-2025,Bihar,KAHALGAON TPS_Unit 2,210,0,4.55,0,876.15,563.34,22,210,12/10/2025 23:24,
India,2024,Mar-2024,26-Mar-2024,Maharashtra,SOLAPUR STPS_Unit 1,660,660,10.97,8.88,3245.22,3204.52,36,0,,
India,2020,Sep-2020,19-Sep-2020,Odisha,TALCHER (OLD) TPS_Unit 2,60,60,1.03,1.41,158.57,235.68,26,0,,
India,2024,Jul-2024,27-Jul-2024,Andhra Pradesh,SIMHADRI_Unit 1,500,500,9.42,9.93,1160.34,1062.63,25,0,,
India,2024,Jan-2024,25-Jan-2024,Chhattisgarh,SIPAT STPS_Unit 2,660,660,16.81,15.61,4290.25,3448.98,10,0,,
India,2024,Aug-2024,26-Aug-2024,Telangana,RAMAGUNDEM STPS_Unit 7,500,500,11.06,7.14,1634.56,1280.82,18,0,,
India,2025,Dec-2025,21-Dec-2025,Bihar,KAHALGAON TPS_Unit 2,210,210,4.29,4.95,1174.09,797.85,17,0,,
India,2024,Apr-2024,08-Apr-2024,Chhattisgarh,SIPAT STPS_Unit 2,660,660,14.13,15.68,113.04,125.49,20,0,,
India,2019,Mar-2019,28-Mar-2019,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,9.94,12.13,3332.32,3575.69,20,0,,
India,2021,Jun-2021,05-Jun-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 10,500,500,10.27,11.88,677.35,733.86,8,0,,
India,2019,Jun-2019,26-Jun-2019,Maharashtra,MAUDA TPS_Unit 2,500,500,8.6,9.47,784.6,712.97,12,0,,
India,2018,Jun-2018,20-Jun-2018,Chhattisgarh,KORBA STPS_Unit 7,500,500,9.67,11.17,792.07,919.91,,0,,
India,2019,May-2019,28-May-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,0,0,0,141,172.98,15,210,09/05/2019 0:08,
India,2021,Mar-2021,26-Mar-2021,West Bengal,FARAKKA STPS_Unit 4,500,500,8.94,10.16,3155.44,2882,17,0,,
India,2023,Aug-23,18-Aug-23,Maharashtra,MAUDA TPS_Unit 2,500,500,10.48,10.93,1473.64,1270.4,9,0,,
India,2019,Oct-2019,13-Oct-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 5,490,490,7.94,6.53,1557.22,1433.07,22,0,,
India,2018,Sep-2018,23-Sep-2018,Maharashtra,MAUDA TPS_Unit 3,660,0,4.87,0,857.01,1695.11,,660,21/09/2018 05:15,
India,2022,Dec-2022,17-Dec-2022,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,3.84,4.62,1053.28,1209.23,15,0,,
India,2025,Aug-2025,18-Aug-2025,Bihar,KAHALGAON TPS_Unit 5,500,500,9.84,10.06,1478.12,1404.4,20,0,,
India,2024,Aug-2024,21-Aug-2024,Chhattisgarh,KORBA STPS_Unit 5,500,500,11.65,11.54,1664.65,1657.07,8,0,,
India,2023,Jan-2023,11-Jan-2023,Uttar Pradesh,TANDA TPS_Unit 1,110,110,1.65,2.29,472.15,331.76,10,0,,
India,2020,Sep-2020,30-Sep-2020,Karnataka,KUDGI STPP_Unit 2,800,0,0,0,538,0,37,800,27/03/2020 09:36,04/10/2020 0:00
India,2023,Oct-2023,07-Oct-2023,Chhattisgarh,SIPAT STPS_Unit 5,500,500,0,11.92,1876,1682.55,21,0,,
India,2023,Feb-2023,20-Feb-2023,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.11,4.89,1314.2,1283,17,0,,
India,2024,Jul-2024,28-Jul-2024,Madhya Pradesh,GADARWARA TPP_Unit 2,800,0,0,0,1611,1330.59,32,800,30/06/2024 23:49,29/07/2024 00:00
India,2024,Jun-2024,12-Jun-2024,Telangana,TELANGANA STPP PH-1_Unit 2,800,800,12.7,14.94,927.4,1126.72,7,0,,
India,2021,May-2021,29-May-2021,Telangana,RAMAGUNDEM STPS_Unit 1,200,200,0,3.67,207.94,230.49,12,0,,
India,2018,Mar-2018,09-Mar-2018,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,210,0,4.43,1064,1006.48,,0,,
India,2019,Mar-2019,30-Mar-2019,Chhattisgarh,SIPAT STPS_Unit 5,500,500,11.29,11.72,3592.7,4218.78,7,0,,
India,2020,Aug-2020,03-Aug-2020,Karnataka,KUDGI STPP_Unit 2,800,0,8.48,0,300.44,0,39,800,27/03/2020 09:36,
India,2018,Mar-2018,10-Mar-2018,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,200,4.35,4.02,1343.5,1303.4,,0,,
India,2025,Oct-2025,08-Oct-2025,Uttar Pradesh,AURAIYA CCPP,663.36,111.19,2.54,1.08,482.32,275.11,,552.17,,
India,2023,Nov-2023,14-Nov-2023,Bihar,BARAUNI TPS_Unit 6,105,0,0,0,0,48.99,5,105,22/07/2023 12:05,15/11/2023 00:00
India,2024,Dec-2024,06-Dec-2024,Telangana,TELANGANA STPP PH-1_Unit 1,800,800,16.13,15.63,4077.78,3400.67,18,0,,
India,2023,Apr-2023,17-Apr-2023,Andhra Pradesh,SIMHADRI_Unit 3,500,500,10.67,9.5,181.39,165.08,7,0,27/09/2019 23:00,
India,2025,Oct-2025,10-Oct-2025,Telangana,RAMAGUNDEM STPS_Unit 5,500,500,9.97,7.73,1994.7,1100.78,21,0,,
India,2024,Feb-2024,04-Feb-2024,Telangana,RAMAGUNDEM STPS_Unit 3,200,0,4.79,0,1332.16,1127.45,15,200,01/02/2024 1:54,05/02/2024 0:00
India,2018,Aug-2018,13-Aug-2018,Odisha,TALCHER STPS_Unit 3,500,500,10.23,8.35,1391.22,1387.57,,0,,
India,2018,Oct-2018,03-Oct-2018,Delhi,BADARPUR TPS_Unit 3,95,0,0,0,0,0,,95,09/10/2015 19:52,
India,2019,Sep-2019,28-Sep-2019,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,10.43,10.3,1890.04,1942.17,6,0,,
India,2022,Oct-2022,18-Oct-2022,Uttar Pradesh,TANDA TPS_Unit 4,110,0,1.87,0,296.66,333.81,13,110,05/10/2022 16:13,
India,2025,Jun-2025,25-Jun-2025,Uttar Pradesh,RIHAND STPS_Unit 6,500,500,11.33,11.09,974.25,925.73,24,0,,
India,2023,May-2023,22-May-2023,Uttar Pradesh,RIHAND STPS_Unit 3,500,500,11.81,11.76,614.82,586.6,21,0,,
India,2024,Nov-2024,10-Nov-2024,Uttar Pradesh,TANDA TPS_Unit 2,110,110,1.9,1.6,435,338.1,8,0,,
India,2019,May-2019,27-May-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 4,210,210,3.81,3.9,218.87,189.58,37,0,,
India,2023,Jul-23,28-Jul-23,Haryana,FARIDABAD CCPP,431.59,0,0.39,0,49.92,70.22,,431.59,,
India,2024,Oct-2024,03-Oct-2024,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,0,0,,359.58,,
India,2022,May-2022,19-May-2022,Uttar Pradesh,AURAIYA CCPP,663.36,0,1.62,2.69,79.78,29.56,,663.36,,
India,2024,Aug-2024,05-Aug-2024,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,4.71,4.75,597.55,586.27,10,0,,
India,2024,May-2024,11-May-2024,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,210,3.94,3.12,176.34,116.46,43,0,,
India,2021,Oct-2021,13-Oct-2021,Andhra Pradesh,SIMHADRI_Unit 4,500,500,8.68,7.28,285.84,1588.86,0,0,,
India,2024,Aug-2024,10-Aug-2024,Jharkhand,NORTH KARANPURA TPP_Unit 1,660,660,14.19,14.08,1869.9,1820.78,19,0,,
India,2025,Oct-2025,11-Oct-2025,Uttar Pradesh,RIHAND STPS_Unit 2,500,500,11.29,10.36,2194.19,1287.34,25,0,,
India,2021,May-2021,18-May-2021,Telangana,RAMAGUNDEM STPS_Unit 7,500,500,0,7.59,215,547.66,10,0,,
India,2021,Mar-2021,07-Mar-2021,Bihar,KAHALGAON TPS_Unit 7,500,500,8.68,11.19,2991.76,3248.31,16,0,,
India,2024,Apr-2024,07-Apr-2024,Odisha,TALCHER STPS_Unit 6,500,500,11.8,11.59,82.6,82.19,14,0,,
India,2018,Aug-2018,11-Aug-2018,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,10.21,8.98,1366.52,965.53,,0,,
India,2024,May-2024,28-May-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 10,500,500,11.74,10.47,680.72,637.01,17,0,,
India,2019,Feb-2019,09-Feb-2019,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,10,0.32,,359.58,,
India,2023,Feb-2023,11-Feb-2023,Bihar,KAHALGAON TPS_Unit 6,500,500,11.21,11.65,2991.31,3065.97,16,0,,
India,2025,Feb-2025,03-Feb-2025,Karnataka,KUDGI STPP_Unit 1,800,800,13.46,12.46,3596.38,3304.05,16,0,,
India,2025,Nov-2025,10-Nov-2025,West Bengal,FARAKKA STPS_Unit 4,500,0,0,0,2200,1718.86,15,500,31/10/2025 03:28,
India,2025,Aug-2025,30-Aug-2025,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,9.68,8.27,1575.4,1281.1,31,0,,
India,2024,Jul-2024,27-Jul-2024,Himachal Pradesh,KOLDAM,800,200,19.19,21.07,1507.13,1528.37,,600,,
India,2024,Mar-2024,08-Mar-2024,Madhya Pradesh,KHARGONE STPP_Unit 2,660,660,13.9,11.41,3880.2,3707.83,45,0,,
India,2022,Sep-2022,05-Sep-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,210,1.77,3.55,282.85,572.03,5,0,,
India,2020,Dec-2020,10-Dec-2020,Uttar Pradesh,UNCHAHAR TPS_Unit 4,210,210,0,1.56,774,443.24,26,0,10/12/2020 0:27,10/12/2020 11:23
India,2021,Jan-2021,03-Jan-2021,Chhattisgarh,SIPAT STPS_Unit 4,500,500,10.54,12.04,2963.62,3272.61,10,0,,
India,2022,May-2022,09-May-2022,Odisha,TALCHER STPS_Unit 6,500,500,11,11.99,423,463.38,15,0,,
India,2025,Aug-2025,30-Aug-2025,Odisha,TALCHER STPS_Unit 3,500,500,11.52,11.15,1348.6,1115.3,13,0,,
India,2024,Feb-2024,19-Feb-2024,West Bengal,FARAKKA STPS_Unit 6,500,0,9.17,0,2947.23,2811.51,37,500,15/01/2024 00:01,
India,2024,Sep-2024,05-Sep-2024,Odisha,TALCHER STPS_Unit 2,500,0,0,0,1569,1429.38,9,500,19/08/2024 01:08,
India,2018,Jun-2018,03-Jun-2018,Kerala,R. GANDHI CCPP (Liq.),359.58,359.58,0,0,5,0,,0,,
India,2020,Jan-2020,12-Jan-2020,Assam,BONGAIGAON TPP_Unit 3,250,250,1.74,3.81,515.88,983.03,24,0,,
India,2019,Jan-2019,18-Jan-2019,Chhattisgarh,KORBA STPS_Unit 7,500,500,9.65,6.35,2828.7,3229.1,,0,18/01/2019 12:58,
India,2025,Jul-2025,09-Jul-2025,Bihar,KAHALGAON TPS_Unit 2,210,210,4.55,4.05,453.95,373.8,17,0,,
India,2018,Feb-2018,01-Feb-2018,Haryana,FARIDABAD CCPP,431.59,293.83,3.43,0,1051.43,689.12,,137.76,,
India,2019,Apr-2019,11-Apr-2019,Odisha,TALCHER (OLD) TPS_Unit 2,60,60,1.27,1.5,13.97,16.47,26,0,,
India,2017,Nov-2017,19-Nov-2017,Andhra Pradesh,SIMHADRI_Unit 2,500,500,11,11.21,2068,1510.52,,0,,
India,2020,Oct-2020,22-Oct-2020,Maharashtra,MAUDA TPS_Unit 1,500,500,6.81,7.14,1341.82,513.89,34,0,,
India,2025,Dec-2025,07-Dec-2025,West Bengal,FARAKKA STPS_Unit 6,500,500,10.39,8.2,2655.73,2195.87,18,0,,
India,2020,Jan-2020,15-Jan-2020,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.13,4.83,1201.95,1250.62,15,0,,
India,2022,Feb-2022,03-Feb-2022,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,4,4.94,1246,1461.45,17,0,14/01/2022 08:55,
India,2020,Oct-2020,14-Oct-2020,Maharashtra,SOLAPUR_Unit 2,660,0,0,0,661,129.91,44,660,13/10/2020 19:32,15/10/2020 00:00
India,2023,May-2023,11-May-2023,Madhya Pradesh,VINDHYACHAL STPS_Unit 1,210,210,4.9,4.86,201.9,195.89,20,0,,
India,2024,Nov-2024,26-Nov-2024,Odisha,DARLIPALI STPS_Unit 2,800,800,18.57,19.21,4469.82,4476.91,14,0,,
India,2024,May-2024,25-May-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 7,500,500,11.68,11.39,641,624.17,16,0,,
India,2018,May-2018,21-May-2018,Rajasthan,ANTA CCPP,419.33,0,1.55,0,83.23,9.21,,419.33,,
India,2021,Jun-2021,18-Jun-2021,Chhattisgarh,SIPAT STPS_Unit 4,500,500,10.23,11.75,809.14,926.28,9,0,,
India,2021,Dec-2021,12-Dec-2021,Uttar Pradesh,TANDA TPS_Unit 1,110,0,2.23,0,567.76,225.47,23,110,12/10/2021 23:23,13/12/2021 00:00
India,2024,Nov-2024,11-Nov-2024,Haryana,FARIDABAD CCPP,431.59,0,0.39,0,97.29,215.37,,431.59,,
India,2019,Nov-2019,23-Nov-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,500,9.83,11.78,2331.09,2483.42,7,0,,
India,2024,Mar-2024,29-Mar-2024,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,4.39,4.45,1591.31,1416.58,18,0,,
India,2022,Sep-2022,29-Sep-2022,Bihar,BARH STPS_Unit 5,660,660,10.4,13.16,1921.6,2406.47,3,0,25/05/2021 05:16,
India,2019,Jul-2019,26-Jul-2019,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0.03,0,3.78,0,,359.58,,
India,2020,Dec-2020,22-Dec-2020,Chhattisgarh,SIPAT STPS_Unit 3,660,660,12.23,15.87,3401.06,4059.93,15,0,,
India,2022,Mar-2022,09-Mar-2022,Telangana,RAMAGUNDEM STPS_Unit 5,500,500,8.39,11.78,2875.51,3365.18,10,0,,
India,2026,Feb-2026,03-Feb-2026,Uttar Pradesh,DADRI (NCTPP)_Unit 4,210,210,3.79,3.34,1043.37,887.15,19,0,,
India,2025,Nov-2025,11-Nov-2025,Karnataka,KUDGI STPP_Unit 1,800,800,11.4,11.95,2718.4,1668.63,23,0,,
India,2025,May-2025,07-May-2025,Uttarakhand,TAPOVAN VISHNUGAD HPS,0,0,0,0,0,0,,0,,
